ime,zacetek_kariere,konec_kariere/sedanjost,pozicija,visina,teza,leto_rojstva,v_hall_of_fame,trenutno_v_ligi
Al Thornton,2008,2011,F,203,100,1983,ne,ne
Bob Thornton,1986,1996,F-C,208,102,1962,ne,ne
Dallas Thornton,1969,1970,G,193,86,1946,ne,ne
Marcus Thornton,2010,2017,G,193,93,1987,ne,ne
Sindarius Thornwell,2018,2021,G,193,98,1994,ne,ne
Otis Thorpe,1985,2001,F-C,206,102,1962,ne,ne
Sedale Threatt,1984,1997,G,188,79,1961,ne,ne
Nate Thurmond,1964,1977,C-F,211,102,1941,da,ne
Mel Thurston,1948,1948,G,183,79,1919,ne,ne
Matisse Thybulle,2020,2023,G,196,91,1997,ne,da
Hal Tidrick,1949,1949,F-G,185,86,1915,ne,ne
Dan Tieman,1963,1963,G,183,84,1940,ne,ne
Killian Tillie,2021,2022,F,206,100,1998,ne,da
Darren Tillis,1983,1984,C-F,211,98,1960,ne,ne
Xavier Tillman Sr.,2021,2023,F,203,111,1999,ne,da
Jack Tingle,1948,1949,F,193,93,1924,ne,ne
George Tinsley,1970,1972,F,196,93,1946,ne,ne
Jamaal Tinsley,2002,2014,G,190,89,1978,ne,ne
Wayman Tisdale,1986,1997,F-C,206,109,1964,ne,ne
Mike Tobey,2017,2017,C,213,118,1994,ne,ne
Isaiah Todd,2022,2023,F,208,100,2001,ne,da
Mike Todorovich,1950,1951,F-C,196,100,1923,ne,ne
Ray Tolbert,1982,1989,F,206,102,1958,ne,ne
Tom Tolbert,1989,1995,F-C,201,107,1965,ne,ne
Anthony Tolliver,2009,2021,F-C,203,109,1985,ne,ne
Dean Tolson,1975,1978,F,203,86,1951,ne,ne
Rudy Tomjanovich,1971,1981,F,203,99,1948,da,ne
Andrew Toney,1981,1988,G,190,81,1957,ne,ne
Sedric Toney,1986,1994,G,188,81,1962,ne,ne
Andy Tonkovich,1949,1949,G,185,84,1922,ne,ne
Andy Toolson,1991,1996,G-F,198,95,1966,ne,ne
Jack Toomay,1948,1950,C-F,198,98,1922,ne,ne
Bernard Toone,1980,1980,F,206,95,1956,ne,ne
Obi Toppin,2021,2023,F,206,100,1998,ne,da
Irv Torgoff,1947,1949,F,188,87,1917,ne,ne
Gene Tormohlen,1963,1970,C-F,203,104,1937,ne,ne
Óscar Torres,2002,2003,F,198,95,1976,ne,ne
Juan Toscano-Anderson,2020,2023,F,198,95,1993,ne,da
Bill Tosheff,1952,1954,G,185,79,1926,ne,ne
Bob Tough,1949,1950,G-F,183,84,1920,ne,ne
Axel Toupane,2016,2021,G-F,201,89,1992,ne,ne
Monte Towe,1976,1977,G,170,68,1953,ne,ne
Keith Tower,1994,1997,C-F,211,114,1970,ne,ne
Blackie Towery,1949,1950,F-C,193,95,1920,ne,ne
Linton Townes,1983,1985,F-G,201,86,1959,ne,ne
Karl-Anthony Towns,2016,2023,C-F,211,113,1995,ne,da
Raymond Townsend,1979,1982,G,190,79,1955,ne,ne
George Trapp,1972,1977,F-C,203,93,1948,ne,ne
John Trapp,1969,1973,F,201,95,1945,ne,ne
Robert Traylor,1999,2005,F,203,129,1977,ne,ne
Gary Trent,1996,2004,F,203,114,1974,ne,ne
Gary Trent Jr.,2019,2023,G,196,95,1999,ne,da
Jeff Trepagnier,2002,2004,G,193,91,1979,ne,ne
John Tresvant,1965,1973,F-C,201,98,1939,ne,ne
Allonzo Trier,2019,2020,G,193,91,1996,ne,ne
Dick Triptow,1949,1950,G-F,183,77,1922,ne,ne
Kelly Tripucka,1982,1991,F-G,198,100,1959,ne,ne
Ansley Truitt,1973,1973,C,206,98,1950,ne,ne
Cezary Trybański,2003,2004,C,218,109,1979,ne,ne
Jake Tsakalidis,2001,2007,C,218,129,1979,ne,ne
John Tschogl,1973,1975,F,198,94,1950,ne,ne
Lou Tsioropoulos,1957,1959,F,196,86,1930,ne,ne
Nikoloz Tskitishvili,2003,2006,F,213,102,1983,ne,ne
Al Tucker,1968,1972,F,203,86,1943,ne,ne
Alando Tucker,2008,2010,F,198,93,1984,ne,ne
Anthony Tucker,1995,1995,F,203,100,1969,ne,ne
Jim Tucker,1955,1957,F,201,84,1932,ne,ne
P.J. Tucker,2007,2023,F,196,111,1985,ne,da
Rayjon Tucker,2020,2022,F,190,95,1997,ne,da
Trent Tucker,1983,1993,G,196,88,1959,ne,ne
Ronny Turiaf,2006,2015,F,208,113,1983,ne,ne
Mirsad Türkcan,2000,2000,F,206,107,1976,ne,ne
Hedo Türkoğlu,2001,2015,F,208,100,1979,ne,ne
Andre Turner,1987,1992,G,180,73,1964,ne,ne
Bill Turner,1968,1973,F,201,100,1944,ne,ne
Elston Turner,1982,1989,G-F,196,86,1959,ne,ne
Evan Turner,2011,2020,G,198,100,1988,ne,ne
Gary Turner,1968,1968,F,201,91,,ne,ne
Henry Turner,1990,1995,G-F,201,91,1966,ne,ne
Herschell Turner,1968,1968,G,188,89,1938,ne,ne
Jack Turner,1955,1955,F-G,193,77,1930,ne,ne
Jack Turner,1962,1962,G-F,196,91,1939,ne,ne
Jeff Turner,1985,1996,F-C,206,104,1962,ne,ne
John Turner,1992,1992,F,203,111,1967,ne,ne
Myles Turner,2016,2023,C-F,211,114,1996,ne,da
Wayne Turner,2000,2000,G,188,86,1976,ne,ne
Melvin Turpin,1985,1990,C,211,109,1960,ne,ne
Dave Twardzik,1973,1980,G,185,79,1950,ne,ne
Jack Twyman,1956,1966,F-G,198,95,1934,da,ne
B.J. Tyler,1995,1995,G,185,84,1971,ne,ne
Jeremy Tyler,2012,2014,C,208,118,1991,ne,ne
Terry Tyler,1979,1989,F-G,201,98,1956,ne,ne
Charlie Tyra,1958,1962,C-F,203,104,1935,ne,ne
Edwin Ubiles,2012,2012,G,198,93,1986,ne,ne
Ekpe Udoh,2011,2019,C-F,208,111,1987,ne,ne
Ime Udoka,2004,2011,F,198,98,1977,ne,ne
Beno Udrih,2005,2017,G,190,93,1982,ne,ne
Roko Ukić,2009,2010,G,196,83,1984,ne,ne
Tyler Ulis,2017,2019,G,178,73,1996,ne,ne
Stanley Umude,2023,2023,G,198,95,1999,ne,da
Wes Unseld,1969,1981,C-F,201,111,1946,da,ne
Hal Uplinger,1954,1954,G,193,84,1929,ne,ne
Kelvin Upshaw,1989,1991,G,188,82,1963,ne,ne
Jarrod Uthoff,2017,2020,F,206,100,1993,ne,ne
Ben Uzoh,2011,2012,G,190,93,1988,ne,ne
Steve Vacendak,1968,1970,G,185,84,1944,ne,ne
Jonas Valančiūnas,2013,2023,C,211,120,1992,ne,da
Darnell Valentine,1982,1991,G,185,83,1959,ne,ne
Denzel Valentine,2017,2022,G,193,100,1993,ne,da
Ronnie Valentine,1981,1981,F,201,95,1957,ne,ne
John Vallely,1971,1972,G,190,84,1948,ne,ne
Dick Van Arsdale,1966,1977,G-F,196,95,1943,ne,ne
Tom Van Arsdale,1966,1977,F-G,196,92,1943,ne,ne
Nick Van Exel,1994,2006,G,185,77,1971,ne,ne
Keith Van Horn,1998,2006,F,208,100,1975,ne,ne
Norm Van Lier,1970,1979,G,185,79,1947,ne,ne
Dennis Van Zant,1976,1976,F,206,95,1952,ne,ne
Fred VanVleet,2017,2023,G,185,89,1994,ne,da
Gene Vance,1948,1952,G-F,190,89,1923,ne,ne
Logan Vander Velden,1996,1996,F,203,98,1971,ne,ne
Jarred Vanderbilt,2019,2023,F,206,97,1999,ne,da
Ernie Vandeweghe,1950,1956,F-G,190,89,1928,ne,ne
Kiki Vandeweghe,1981,1993,F,203,100,1958,ne,ne
Nick Vanos,1986,1987,C,216,116,1963,ne,ne
David Vanterpool,2001,2001,G,196,91,1973,ne,ne
Ratko Varda,2002,2002,C,216,118,1979,ne,ne
Anderson Varejão,2005,2021,F-C,211,124,1982,ne,ne
Jarvis Varnado,2013,2014,F,206,104,1988,ne,ne
Greivis Vásquez,2011,2017,G,198,99,1987,ne,ne
Devin Vassell,2021,2023,G-F,196,91,2000,ne,da
Chico Vaughn,1963,1970,G,188,86,1940,ne,ne
David Vaughn,1975,1976,C,211,100,1952,ne,ne
David Vaughn,1996,1999,F,206,109,1973,ne,ne
Jacque Vaughn,1998,2009,G,185,86,1975,ne,ne
Rashad Vaughn,2016,2018,G,198,92,1996,ne,ne
Virgil Vaughn,1947,1947,F-C,193,93,1918,ne,ne
Loy Vaught,1991,2001,F,206,104,1968,ne,ne
Bob Verga,1968,1974,G,185,86,1945,ne,ne
Pete Verhoeven,1982,1987,F,206,98,1959,ne,ne
Jan Veselý,2012,2014,F,211,109,1990,ne,ne
Gundars Vētra,1993,1993,F,198,89,1967,ne,ne
João Vianna,1992,1992,F,206,98,1966,ne,ne
Charlie Villanueva,2006,2016,F,211,105,1984,ne,ne
Gabe Vincent,2020,2023,G,190,89,1996,ne,da
Jay Vincent,1982,1990,F,201,100,1959,ne,ne
Sam Vincent,1986,1992,G,188,84,1963,ne,ne
Marcus Vinicius,2007,2008,F,203,102,1984,ne,ne
Fred Vinson,1995,2000,G,193,86,1971,ne,ne
Claude Virden,1973,1973,F,198,89,1947,ne,ne
Gary Voce,1990,1990,F,206,109,1965,ne,ne
Floyd Volker,1950,1950,F-C,193,93,1921,ne,ne
Alexander Volkov,1990,1992,C,208,99,1964,ne,ne
Whitey Von Nieda,1950,1950,G-F,185,77,1922,ne,ne
Noah Vonleh,2015,2023,F-C,208,117,1995,ne,da
Jake Voskuhl,2001,2009,C,211,111,1977,ne,ne
Danny Vranes,1982,1988,F,201,95,1958,ne,ne
Slavko Vraneš,2004,2004,C,226,125,1983,ne,ne
Stojko Vranković,1991,1999,C,218,118,1964,ne,ne
Brett Vroman,1981,1981,C,213,100,1955,ne,ne
Jackson Vroman,2005,2006,F-C,208,100,1981,ne,ne
Nikola Vučević,2012,2023,C,208,118,1990,ne,da
Sasha Vujačić,2005,2017,G,201,89,1984,ne,ne
Butch van Breda Kolff,1947,1950,G-F,190,84,1922,ne,ne
Jan van Breda Kolff,1975,1983,F-G,201,89,1951,ne,ne
Dean Wade,2020,2023,F,206,104,1996,ne,da
Dwyane Wade,2004,2019,G,193,100,1982,ne,ne
Mark Wade,1988,1990,G,180,73,1965,ne,ne
Von Wafer,2006,2012,G,196,95,1985,ne,ne
Clint Wager,1950,1950,C-F,198,95,1920,ne,ne
Dajuan Wagner,2003,2007,G,188,91,1983,ne,ne
Danny Wagner,1950,1950,G,183,77,1922,ne,ne
Franz Wagner,2022,2023,G-F,206,102,2001,ne,da
Milt Wagner,1988,1991,G,196,84,1963,ne,ne
Moritz Wagner,2019,2023,F-C,211,111,1997,ne,da
Phil Wagner,1969,1969,G,188,86,1945,ne,ne
Ish Wainright,2022,2023,F,198,114,1994,ne,da
Dion Waiters,2013,2020,G,190,98,1991,ne,ne
Granville Waiters,1984,1988,C,211,102,1961,ne,ne
Andre Wakefield,1979,1980,G,190,79,1955,ne,ne
Neal Walk,1970,1977,C,208,100,1948,ne,ne
Andy Walker,1977,1977,G,193,86,1955,ne,ne
Antoine Walker,1997,2008,F,203,102,1976,ne,ne
Brady Walker,1949,1952,F-C,198,93,1921,ne,ne
Chet Walker,1963,1975,F-G,198,96,1940,da,ne
Darrell Walker,1984,1993,G,193,82,1961,ne,ne
Foots Walker,1975,1984,G,183,84,1951,ne,ne
Henry Walker,2009,2015,F,198,100,1987,ne,ne
Horace Walker,1962,1962,F,190,95,1937,ne,ne
Jabari Walker,2023,2023,F,206,98,2002,ne,da
Jimmy Walker,1968,1976,G,190,89,1944,ne,ne
Kemba Walker,2012,2023,G,183,84,1990,ne,da
Kenny Walker,1987,1995,F,203,95,1964,ne,ne
Lonnie Walker IV,2019,2023,G,193,93,1998,ne,da
M.J. Walker,2022,2022,G,196,97,1998,ne,da
Phil Walker,1978,1978,G,190,82,1956,ne,ne
Samaki Walker,1997,2006,F,206,109,1976,ne,ne
Wally Walker,1977,1984,F,201,86,1954,ne,ne
John Wall,2011,2023,G,190,95,1990,ne,da
Ben Wallace,1997,2012,F-C,206,109,1974,da,ne
Gerald Wallace,2002,2015,F,201,98,1982,ne,ne
John Wallace,1997,2004,F,203,102,1974,ne,ne
Rasheed Wallace,1996,2013,F-C,208,102,1974,ne,ne
Red Wallace,1947,1947,G,185,84,1918,ne,ne
Tyrone Wallace,2018,2022,G,196,90,1994,ne,ne
Dwight Waller,1969,1972,F,198,100,1945,ne,ne
Jamie Waller,1988,1988,G,193,98,1964,ne,ne
Jim Walsh,1958,1958,F,193,89,1930,ne,ne
Matt Walsh,2006,2006,G-F,198,93,1982,ne,ne
Rex Walters,1994,2000,G,193,86,1970,ne,ne
Paul Walther,1950,1955,G-F,188,73,1927,ne,ne
Isaac Walthour,1954,1954,G,180,74,1930,ne,ne
Bill Walton,1975,1987,C-F,211,95,1952,da,ne
Derrick Walton,2018,2022,G,183,86,1995,ne,ne
Lloyd Walton,1977,1981,G,183,73,1953,ne,ne
Luke Walton,2004,2013,F,203,107,1980,ne,ne
Brad Wanamaker,2019,2022,G,190,95,1989,ne,ne
Bobby Wanzer,1949,1957,G,183,77,1921,da,ne
Perry Warbington,1975,1975,G,188,75,1952,ne,ne
Charlie Ward,1995,2005,G,188,86,1970,ne,ne
Gerry Ward,1964,1967,G,193,89,1941,ne,ne
Henry Ward,1976,1977,G-F,193,89,1952,ne,ne
Casper Ware,2014,2014,G,178,79,1990,ne,ne
Jim Ware,1967,1969,F,201,95,1944,ne,ne
Ben Warley,1963,1970,F-G,196,91,1936,ne,ne
Bob Warlick,1966,1970,G-F,196,91,1941,ne,ne
Cornell Warner,1971,1977,F-C,206,100,1948,ne,ne
Jameel Warney,2018,2018,F,203,118,1994,ne,ne
Bob Warren,1969,1976,G,196,86,1946,ne,ne
John Warren,1970,1974,G-F,190,82,1947,ne,ne
T.J. Warren,2015,2023,F,203,100,1993,ne,da
Willie Warren,2011,2011,G,193,92,1989,ne,ne
Bryan Warrick,1983,1986,G,196,89,1959,ne,ne
Hakim Warrick,2006,2013,F,206,99,1982,ne,ne
Chris Washburn,1987,1988,C,211,102,1965,ne,ne
Julian Washburn,2019,2019,F,203,95,1991,ne,ne
Bobby Washington,1970,1972,G,180,79,1947,ne,ne
Darius Washington,2008,2008,G,188,89,1985,ne,ne
Don Washington,1975,1976,F,203,95,1952,ne,ne
Duane Washington,1988,1993,G,193,89,1964,ne,ne
Duane Washington Jr.,2022,2023,G,190,95,2000,ne,da
Eric Washington,1998,1999,G,193,86,1974,ne,ne
Jim Washington,1966,1976,F-C,198,95,1943,ne,ne
Kermit Washington,1974,1988,F-C,203,104,1951,ne,ne
P.J. Washington,2020,2023,F,201,104,1998,ne,da
Pearl Washington,1987,1989,G,188,86,1964,ne,ne
Richard Washington,1977,1982,F-C,211,100,1955,ne,ne
Stan Washington,1975,1975,G,193,86,1952,ne,ne
Trooper Washington,1968,1973,F-C,201,98,1944,ne,ne
TyTy Washington Jr.,2023,2023,G,190,89,2001,ne,da
Wilson Washington,1978,1979,F-C,206,103,1955,ne,ne
Yuta Watanabe,2019,2023,F,206,98,1994,ne,da
Lindy Waters III,2022,2023,G,198,98,1997,ne,da
Tremont Waters,2020,2022,G,178,79,1998,ne,da
Trendon Watford,2022,2023,F,206,109,2000,ne,da
Darryl Watkins,2008,2012,C,211,117,1984,ne,ne
Bobby Watson,1955,1955,G,183,73,1930,ne,ne
C.J. Watson,2008,2017,G,188,79,1984,ne,ne
Earl Watson,2002,2014,G,185,89,1979,ne,ne
Jamie Watson,1995,1999,F,201,86,1972,ne,ne
Paul Watson,2020,2022,G,198,95,1994,ne,ne
Peyton Watson,2023,2023,G-F,203,91,2002,ne,da
Ron Watts,1966,1967,F,198,95,1943,ne,ne
Sam Watts,1971,1971,G,190,84,1948,ne,ne
Slick Watts,1974,1979,G,185,79,1951,ne,ne
Maalik Wayns,2013,2014,G,188,91,1991,ne,ne
David Wear,2015,2015,F,208,104,1990,ne,ne
Travis Wear,2015,2018,F,208,104,1990,ne,ne
Clarence Weatherspoon,1993,2005,F,198,109,1970,ne,ne
Nick Weatherspoon,1974,1980,F,201,89,1950,ne,ne
Quinndary Weatherspoon,2020,2022,G,190,93,1996,ne,da
Kyle Weaver,2009,2011,G,198,91,1986,ne,ne
James Webb III,2018,2018,F,206,92,1993,ne,ne
Jeff Webb,1971,1972,G,193,77,1948,ne,ne
Marcus Webb,1993,1993,F-C,206,116,1970,ne,ne
Spud Webb,1986,1998,G,168,60,1963,ne,ne
Chris Webber,1994,2008,F-C,208,111,1973,da,ne
Briante Weber,2016,2018,G,188,75,1992,ne,ne
Jake Weber,1947,1947,C,198,102,1918,ne,ne
Elnardo Webster,1972,1972,F,196,86,1948,ne,ne
Jeff Webster,1996,1996,F,203,105,1971,ne,ne
Martell Webster,2006,2015,G-F,201,104,1986,ne,ne
Marvin Webster,1976,1987,C,216,102,1952,ne,ne
Scott Wedman,1975,1987,F-G,201,98,1952,ne,ne
Sonny Weems,2009,2016,G-F,198,93,1986,ne,ne
Dick Wehr,1949,1949,F,193,82,1925,ne,ne
Brant Weidner,1984,1984,F,206,104,1960,ne,ne
Bob Weiss,1966,1977,G,188,82,1942,ne,ne
Rick Weitzman,1968,1968,G,188,79,1946,ne,ne
Bonzi Wells,1999,2008,G-F,196,95,1976,ne,ne
Bubba Wells,1998,1998,F,196,104,1974,ne,ne
Owen Wells,1975,1975,F,201,91,1950,ne,ne
Ralph Wells,1963,1963,G,185,82,1940,ne,ne
Chris Welp,1988,1990,C,213,111,1964,ne,ne
Jiří Welsch,2003,2006,G,201,94,1980,ne,ne
Thomas Welsh,2019,2019,C,213,116,1996,ne,da
Bill Wennington,1986,2000,C,213,111,1963,ne,ne
Matt Wenstrom,1994,1994,C,216,114,1970,ne,ne
Robert Werdann,1993,1997,C,211,114,1970,ne,ne
Ray Wertis,1947,1948,G,180,,1923,ne,ne
Blake Wesley,2023,2023,G,196,84,2003,ne,da
David Wesley,1994,2007,G,183,86,1970,ne,ne
Walt Wesley,1967,1976,C,211,100,1945,ne,ne
David West,2004,2018,F-C,206,114,1980,ne,ne
Delonte West,2005,2012,G,193,82,1983,ne,ne
Doug West,1990,2001,G-F,198,91,1967,ne,ne
Jerry West,1961,1974,G,190,79,1938,da,ne
Mario West,2008,2011,G,196,95,1984,ne,ne
Mark West,1984,2000,C-F,208,104,1960,ne,ne
Roland West,1968,1968,G,193,81,1944,ne,ne
Dexter Westbrook,1968,1968,F,203,86,,ne,ne
Russell Westbrook,2009,2023,G,190,91,1988,ne,da
Paul Westphal,1973,1984,G,193,89,1950,da,ne
John Wetzel,1968,1976,G-F,196,86,1944,ne,ne
Robert Whaley,2006,2006,C,208,118,1982,ne,ne
Ennis Whatley,1984,1997,G,190,80,1962,ne,ne
DeJuan Wheat,1998,1999,G,183,75,1973,ne,ne
Clinton Wheeler,1988,1989,G,185,84,1959,ne,ne
Tyson Wheeler,1999,1999,G,178,75,1975,ne,ne
Skippy Whitaker,1955,1955,G,185,82,1930,ne,ne
Andrew White,2018,2018,G,201,95,1993,ne,ne
Coby White,2020,2023,G,196,89,2000,ne,da
D.J. White,2009,2014,F,206,114,1986,ne,ne
Derrick White,2018,2023,G,193,86,1994,ne,da
Eric White,1988,1989,F,203,91,1965,ne,ne
Herb White,1971,1971,G,188,89,1948,ne,ne
Hubie White,1963,1971,G-F,193,93,1940,ne,ne
Jack White,2023,2023,F,201,102,1997,ne,da
Jahidi White,1999,2005,F-C,206,132,1976,ne,ne
James White,2007,2013,G-F,201,91,1982,ne,ne
Jo Jo White,1970,1981,G,190,86,1946,da,ne
Okaro White,2017,2019,F,203,93,1992,ne,da
Randy White,1990,1994,F,203,109,1967,ne,ne
Rodney White,2002,2005,F,206,108,1980,ne,ne
Rory White,1983,1987,F,203,95,1959,ne,ne
Royce White,2014,2014,F,203,123,1991,ne,ne
Rudy White,1976,1981,G,188,89,1953,ne,ne
Tony White,1988,1988,G,188,77,1965,ne,ne
Willie White,1985,1986,G,190,89,1962,ne,ne
Isaiah Whitehead,2017,2018,G,193,97,1995,ne,ne
Jerome Whitehead,1979,1989,C-F,208,100,1956,ne,ne
Donald Whiteside,1997,1998,G,178,73,1969,ne,ne
Hassan Whiteside,2011,2022,C,213,120,1989,ne,ne
Dwayne Whitfield,1996,1996,F,206,109,1972,ne,ne
Chris Whitney,1994,2004,G,183,76,1971,ne,ne
Hank Whitney,1968,1970,F-C,201,104,1939,ne,ne
Hawkeye Whitney,1981,1982,G-F,196,107,1957,ne,ne
Greg Whittington,2021,2021,F,203,95,1993,ne,ne
Shayne Whittington,2015,2016,F-C,211,114,1991,ne,ne
Sidney Wicks,1972,1981,F-C,203,102,1949,ne,ne
Ron Widby,1968,1968,F,193,95,1945,ne,ne
Murray Wier,1950,1950,G,175,70,1926,ne,ne
Bob Wiesenhahn,1962,1962,F,193,98,1938,ne,ne
Joe Wieskamp,2022,2023,G,198,96,1999,ne,da
Aaron Wiggins,2022,2023,G,198,91,1999,ne,da
Andrew Wiggins,2015,2023,F-G,201,89,1995,ne,da
Mitchell Wiggins,1984,1992,G,193,84,1959,ne,ne
Lindell Wigginton,2022,2023,G,188,86,1998,ne,da
Ken Wilburn,1968,1969,F,198,89,1944,ne,ne
C.J. Wilcox,2015,2017,G,196,89,1990,ne,ne
Chris Wilcox,2003,2013,F,208,100,1982,ne,ne
D.C. Wilcutt,1949,1950,G,188,75,1923,ne,ne
Gene Wiley,1963,1968,C,208,95,1937,ne,ne
Jacob Wiley,2018,2018,F,201,98,1994,ne,ne
Michael Wiley,1981,1982,F,206,91,1957,ne,ne
Morlon Wiley,1989,1995,G,193,84,1966,ne,ne
Win Wilfong,1958,1961,G-F,188,84,1933,ne,ne
Lenny Wilkens,1961,1975,G,185,82,1937,da,ne
Bob Wilkerson,1977,1983,G-F,198,89,1954,ne,ne
Jamaal Wilkes,1975,1986,F-G,198,86,1953,da,ne
James Wilkes,1981,1983,F,201,89,1958,ne,ne
Damien Wilkins,2005,2018,F-G,198,102,1980,ne,ne
Dominique Wilkins,1983,1999,F-G,203,98,1960,da,ne
Eddie Lee Wilkins,1985,1993,F-C,208,100,1962,ne,ne
Gerald Wilkins,1986,1999,G-F,198,84,1963,ne,ne
Jeff Wilkins,1981,1986,C-F,211,104,1955,ne,ne
Dale Wilkinson,1985,1985,F,208,100,1960,ne,ne
Mike Wilks,2003,2010,G,178,84,1979,ne,ne
Aaron Williams,1994,2008,F-C,206,100,1971,ne,ne
Al Williams,1971,1971,F,198,91,1948,ne,ne
Alan Williams,2016,2019,F-C,203,120,1993,ne,ne
Alondes Williams,2023,2023,G,196,95,1999,ne,da
Alvin Williams,1998,2007,G,196,84,1974,ne,ne
Art Williams,1968,1975,G,185,82,1939,ne,ne
Bernie Williams,1970,1974,G,190,79,1945,ne,ne
Bob Williams,1956,1957,F,198,104,1931,ne,ne
Brandon Williams,1998,2003,G,198,98,1975,ne,ne
Brandon Williams,2022,2022,G,188,86,1999,ne,da
Buck Williams,1982,1998,F-C,203,98,1960,ne,ne
C.J. Williams,2018,2019,G,196,103,1990,ne,ne
Charlie Williams,1968,1973,G,183,75,1943,ne,ne
Chuck Williams,1971,1978,G,188,79,1946,ne,ne
Chuckie Williams,1977,1977,G,190,82,1953,ne,ne
Cliff Williams,1969,1969,G,190,82,1945,ne,ne
Corey Williams,1993,1994,G,188,86,1970,ne,ne
Deron Williams,2006,2017,G,190,91,1984,ne,ne
Derrick Williams,2012,2018,F,203,109,1991,ne,ne
Donovan Williams,2023,2023,F,198,86,2001,ne,da
Duck Williams,1980,1980,G,188,82,1956,ne,ne
Earl Williams,1975,1979,C-F,201,104,1951,ne,ne
Elliot Williams,2012,2016,G,196,86,1989,ne,ne
Eric Williams,1996,2007,F,203,100,1972,ne,ne
Fly Williams,1975,1975,G-F,196,91,1953,ne,ne
Frank Williams,2003,2005,G,190,96,1980,ne,ne
Freeman Williams,1979,1986,G-F,193,86,1956,ne,ne
Gene Williams,1970,1970,F,201,107,1947,ne,ne
Grant Williams,2020,2023,F,198,107,1998,ne,da
Gus Williams,1976,1987,G,188,79,1953,ne,ne
Guy Williams,1985,1986,F,206,91,1960,ne,ne
Hank Williams,1975,1975,F,196,95,1952,ne,ne
Herb Williams,1982,1999,C-F,208,110,1958,ne,ne
Hot Rod Williams,1987,1999,F-C,211,98,1962,ne,ne
Jalen Williams,2023,2023,G,198,89,2001,ne,da
Jason Williams,1999,2011,G,185,86,1975,ne,ne
Jawad Williams,2009,2011,F,206,99,1983,ne,ne
Jay Williams,2003,2003,G,188,89,1981,ne,ne
Jaylin Williams,2023,2023,F,208,109,2002,ne,da
Jayson Williams,1991,1999,F-C,206,109,1968,ne,ne
Jeenathan Williams,2023,2023,G,196,93,1999,ne,da
Jerome Williams,1997,2005,F,206,94,1973,ne,ne
John Williams,1987,1995,F-C,203,107,1966,ne,ne
Johnathan Williams,2019,2020,F,206,104,1995,ne,ne
Jordan Williams,2012,2012,F,208,118,1990,ne,ne
Justin Williams,2007,2008,F,208,102,1984,ne,ne
Kenny Williams,1991,1994,F,206,93,1969,ne,ne
Kenrich Williams,2019,2023,G-F,198,95,1994,ne,da
Kevin Williams,1984,1989,G,188,79,1961,ne,ne
Lorenzo Williams,1993,2000,F-C,206,91,1969,ne,ne
Lou Williams,2006,2022,G,185,79,1986,ne,ne
Marcus Williams,2007,2010,G,190,93,1985,ne,ne
Marcus Williams,2008,2009,F,201,93,1986,ne,ne
Mark Williams,2023,2023,C,216,109,2001,ne,da
Marvin Williams,2006,2020,F,203,108,1986,ne,ne
Matt Williams,2018,2018,G,196,95,1993,ne,ne
Micheal Williams,1989,1999,G,188,79,1966,ne,ne
Mike Williams,1990,1990,F,203,116,1963,ne,ne
Milt Williams,1971,1975,G,188,83,1945,ne,ne
Mo Williams,2004,2016,G,185,90,1982,ne,ne
Monty Williams,1995,2003,F,203,102,1971,ne,ne
Nate Williams,1972,1979,F-G,196,98,1950,ne,ne
Patrick Williams,2021,2023,F,201,98,2001,ne,da
Pete Williams,1986,1987,F,201,86,1965,ne,ne
Ray Williams,1978,1987,G,190,85,1954,ne,ne
Reggie Williams,1988,1997,F-G,201,86,1964,ne,ne
Reggie Williams,2010,2017,F,198,93,1986,ne,ne
Rickey Williams,1983,1983,G,185,79,1957,ne,ne
Rob Williams,1983,1984,G,188,79,1961,ne,ne
Robert Williams,2019,2023,C-F,206,108,1997,ne,da
Ron Williams,1969,1976,G,190,85,1944,ne,ne
Sam Williams,1969,1970,G,190,82,1945,ne,ne
Sam Williams,1982,1985,F,203,95,1959,ne,ne
Scott Williams,1991,2005,F-C,208,104,1968,ne,ne
Sean Williams,2008,2012,C-F,208,107,1986,ne,ne
Shammond Williams,1999,2007,G,185,91,1975,ne,ne
Shawne Williams,2007,2015,F,206,102,1986,ne,ne
Shelden Williams,2007,2012,F,206,114,1983,ne,ne
Sly Williams,1980,1986,F-G,201,95,1958,ne,ne
Terrence Williams,2010,2013,F,198,100,1987,ne,ne
Travis Williams,1998,1999,F,198,98,1969,ne,ne
Troy Williams,2017,2019,F,201,99,1994,ne,ne
Vince Williams Jr.,2023,2023,F,198,93,2000,ne,da
Walt Williams,1993,2003,F-G,203,99,1970,ne,ne
Ward Williams,1949,1949,F,193,89,1923,ne,ne
Willie Williams,1971,1971,F,201,91,1946,ne,ne
Ziaire Williams,2022,2023,F,203,98,2001,ne,da
Nigel Williams-Goss,2020,2020,G,188,86,1994,ne,ne
Corliss Williamson,1996,2007,F,201,111,1973,ne,ne
John Williamson,1974,1981,G,188,84,1951,ne,ne
Zion Williamson,2020,2023,F-C,198,129,2000,ne,da
Vann Williford,1971,1971,F,198,89,1948,ne,ne
Kevin Willis,1985,2007,F-C,213,100,1962,ne,ne
Bill Willoughby,1976,1984,F-C,203,93,1957,ne,ne
